Movie Title,Domestic Revenue ($),Genre,Leading Actor,Supporting Actor,Film Rating,Release Date,Miami Revenue ($),Chicago Revenue ($),Houston Revenue ($),Phoenix Revenue ($),Los Angeles Revenue ($),New York Revenue ($),Seattle Revenue ($),Chicago Temperature,Houston Temperature,Los Angeles Temperature,Miami Temperature,New York Temperature,Phoenix Temperature,Seattle Temperature,Chicago Weather Description,Houston Weather Description,Los Angeles Weather Description,Miami Weather Description,New York Weather Description,Phoenix Weather Description,Seattle Weather Description
Gridiron Gang,38432823,Biography,Dwayne Johnson,Xzibit,PG-13,2006-09-15,"$15,504.98","$109,650.44","$83,933.78","$59,508.69","$150,688.35","$324,770.26","$24,599.97",66.91,80.788,68.765,81.51375,67.68621621621621,85.87916666666666,53.63916666666666,few clouds,scattered clouds,broken clouds,scattered clouds,overcast clouds,scattered clouds,moderate rain
Gun Shy,1638202,Comedy,Liam Neeson,Sandra Bullock,R,2000-02-04,$658.33,"$4,655.70","$3,563.79","$2,526.71","$6,398.15","$13,789.59","$1,044.50",27.78142857142857,54.343333333333334,58.93375,68.62870967741935,29.697878787878786,57.86416666666667,45.060833333333335,light snow,sky is clear,scattered clouds,moderate rain,light snow,scattered clouds,overcast clouds
Halloween,159342015,Horror,Jamie Lee Curtis,Judy Greer,R,2018-10-17,"$64,283.44","$454,609.37","$347,988.42","$246,722.32","$624,752.05","$1,346,493.53","$101,991.17",47.760416666666664,59.34,69.345,82.60958333333333,54.84125,64.89916666666666,53.9025,few clouds,mist,sky is clear,light rain,sky is clear,broken clouds,sky is clear
Hannibal,165092268,Crime,Anthony Hopkins,Julianne Moore,R,2001-02-09,"$66,603.27","$471,015.08","$360,546.45","$255,625.91","$647,297.78","$1,395,085.09","$105,671.78",42.48294117647059,64.66159999999999,49.17166666666666,73.47,38.110416666666666,45.409166666666664,38.69875,overcast clouds,overcast clouds,sky is clear,scattered clouds,overcast clouds,scattered clouds,light rain
Harry Brown,1818681,Action,Michael Caine,Emily Mortimer,R,2009-12-13,$733.71,"$5,188.77","$3,971.83","$2,816.01","$7,130.73","$15,368.47","$1,164.10",35.995333333333335,52.45,57.92166666666666,78.22375,41.417741935483875,53.69375,33.254583333333336,light rain,fog,heavy intensity rain,few clouds,sky is clear,scattered clouds,broken clouds
Heartbreakers,40336607,Comedy,Sigourney Weaver,Jennifer Love Hewitt,PG-13,2001-03-23,"$16,273.02","$115,082.01","$88,091.47","$62,456.48","$158,152.75","$340,857.87","$25,818.54",38.16291666666667,62.48416666666666,62.1375,66.1825,44.682916666666664,73.34958333333334,46.65416666666667,broken clouds,scattered clouds,broken clouds,few clouds,light rain,few clouds,sky is clear
Heist,23510841,Action,Gene Hackman,Rebecca Pidgeon,R,2001-11-09,$19.06,$134.77,$103.17,$73.14,$185.22,$399.19,$30.24,43.034166666666664,67.51769230769231,68.10708333333334,72.1375,51.12291666666667,74.785,46.093333333333334,scattered clouds,broken clouds,overcast clouds,few clouds,few clouds,scattered clouds,overcast clouds
Hell or High Water,27007844,Action,Chris Pine,Ben Foster,R,2016-08-12,"$10,837.13","$76,639.68","$58,665.14","$41,593.34","$105,322.95","$226,996.72","$17,194.04",78.84192307692307,87.105,76.96375,82.14458333333333,83.21461538461539,89.77666666666666,69.48833333333333,light rain,broken clouds,sky is clear,scattered clouds,light rain,few clouds,sky is clear
High Crimes,41543917,Crime,Jim Caviezel,Morgan Freeman,PG-13,2002-04-05,"$16,759.80","$118,524.49","$90,726.57","$64,324.76","$162,883.62","$351,054.05","$26,590.85",33.27916666666667,60.49375,57.90958333333333,76.23666666666666,39.05583333333333,79.20791666666666,50.19291666666666,light snow,broken clouds,sky is clear,scattered clouds,few clouds,scattered clouds,scattered clouds
High Heels and Low Lifes,228194,Action,Kevin McNally,Minnie Driver,R,2001-07-20,$91.49,$647.05,$495.29,$351.16,$889.21,"$1,916.47",$145.16,81.27083333333333,82.93291666666666,74.21958333333333,81.312,71.52666666666667,94.79125,62.19291666666667,broken clouds,broken clouds,sky is clear,light rain,scattered clouds,scattered clouds,scattered clouds
Hitman: Agent 47,22467450,Action,Rupert Friend,Hannah Ware,R,2015-08-19,"$9,064.06","$64,100.56","$49,066.86","$34,788.20","$88,090.92","$189,857.50","$14,380.90",72.29291666666667,83.052,76.86583333333333,84.54583333333333,79.3725,95.89666666666666,70.71791666666667,light rain,sky is clear,sky is clear,scattered clouds,sky is clear,scattered clouds,sky is clear
Hollywood Homicide,30940691,Action,Harrison Ford,Josh Hartnett,PG-13,2003-06-13,"$12,108.30","$85,629.32","$65,546.41","$46,472.13","$117,677.06","$253,622.85","$19,210.86",62.56125,82.73625,67.14999999999999,81.595,66.88450980392157,87.1275,58.74208333333333,haze,scattered clouds,scattered clouds,scattered clouds,light rain,few clouds,overcast clouds
Holmes & Watson,30573626,Comedy,Will Ferrell,John C. Reilly,PG-13,2018-12-20,"$12,334.34","$87,227.82","$66,770.01","$47,339.65","$119,873.82","$258,357.40","$19,569.48",45.173199999999994,56.216800000000006,61.23833333333334,76.24083333333333,40.595416666666665,55.844166666666666,49.6325,broken clouds,sky is clear,sky is clear,broken clouds,sky is clear,few clouds,overcast clouds
Homefront,20158898,Action,Jason Statham,James Franco,R,2013-11-27,"$8,132.55","$57,513.01","$44,024.31","$31,213.05","$79,037.91","$170,346.03","$12,902.99",23.790833333333335,43.0275,64.77333333333333,75.48384615384614,50.10487179487179,60.65708333333333,46.66,overcast clouds,broken clouds,sky is clear,broken clouds,mist,few clouds,broken clouds
Horrible Bosses,117538559,Comedy,Jason Bateman,Charlie Day,R,2011-07-07,"$47,418.65","$335,342.37","$256,693.49","$181,994.60","$460,848.04","$993,240.29","$75,233.74",74.60208333333334,83.27416666666666,80.64125,79.63814814814815,79.40916666666666,95.5725,63.526666666666664,broken clouds,overcast clouds,few clouds,moderate rain,sky is clear,scattered clouds,sky is clear
Horrible Bosses 2,54445357,Comedy,Jason Bateman,Jason Sudeikis,R,2014-11-26,"$21,964.92","$155,334.86","$118,903.69","$84,302.22","$213,470.68","$460,081.55","$34,849.23",26.44541666666667,59.66291666666667,66.49666666666667,75.7876,41.10405405405405,54.80375,54.31916666666667,broken clouds,sky is clear,sky is clear,broken clouds,sky is clear,sky is clear,light rain
Hot Pursuit,34580201,Action,Reese Witherspoon,Sofía Vergara,PG-13,2015-05-06,"$13,921.21","$98,450.12","$75,360.31","$53,430.14","$135,296.20","$291,596.40","$22,087.19",52.73416666666666,76.2596,63.19958333333333,74.41708333333334,66.74875,78.13708333333334,49.8475,light rain,broken clouds,broken clouds,light rain,overcast clouds,scattered clouds,moderate rain
House of Sand and Fog,13040288,Crime,Jennifer Connelly,Ben Kingsley,R,2003-12-19,"$5,246.81","$37,105.19","$28,402.79","$20,137.46","$50,992.22","$109,900.71","$8,324.51",28.629583333333333,49.39416666666667,59.88291666666667,60.21666666666667,32.987500000000004,56.54125,46.15708333333333,overcast clouds,sky is clear,sky is clear,scattered clouds,scattered clouds,scattered clouds,broken clouds
Hustle & Flow,22202809,Crime,Terrence Howard,Ludacris,R,2005-07-22,"$8,956.82","$63,342.19","$48,486.35","$34,376.62","$87,048.71","$187,611.28","$14,210.76",77.15083333333332,81.6704,85.24458333333332,84.22541666666667,83.16125,99.80791666666666,65.735,heavy intensity rain,broken clouds,sky is clear,overcast clouds,sky is clear,scattered clouds,sky is clear
Hustlers,104963598,Comedy,Constance Wu,Jennifer Lopez,R,2019-09-12,"$42,345.53","$299,465.49","$229,230.92","$162,523.75","$411,543.83","$886,977.64","$67,184.79",72.14571428571428,84.31208333333333,73.18708333333333,84.046,77.4876,89.43208333333332,66.98333333333333,broken clouds,scattered clouds,sky is clear,few clouds,sky is clear,sky is clear,overcast clouds
Identity Thief,134506920,Comedy,Jason Bateman,Melissa McCarthy,R,2013-02-07,"$54,264.21","$383,753.81","$293,750.84","$208,268.10","$527,378.01","$1,136,628.63","$86,094.80",32.789249999999996,64.00791666666667,54.60833333333333,73.845,29.859583333333333,59.555416666666666,44.564166666666665,overcast clouds,heavy intensity rain,sky is clear,scattered clouds,sky is clear,scattered clouds,light rain
In the Bedroom,35930604,Crime,Tom Wilkinson,Sissy Spacek,R,2001-11-23,"$14,495.51","$102,511.50","$78,469.16","$55,634.30","$140,877.59","$303,625.67","$22,998.36",50.63958333333333,69.71814814814815,61.5675,74.22833333333334,47.47625,67.24958333333333,46.537083333333335,scattered clouds,scattered clouds,sky is clear,scattered clouds,broken clouds,overcast clouds,light rain
Inferno,34343574,Action,Tom Hanks,Felicity Jones,PG-13,2016-10-12,"$13,855.25","$97,983.64","$75,003.23","$53,176.97","$134,655.12","$290,214.73","$21,982.53",62.99892857142857,77.91666666666667,65.40125,80.88125000000001,58.15416666666667,79.86208333333333,50.50833333333333,sky is clear,light rain,sky is clear,scattered clouds,sky is clear,sky is clear,sky is clear
Inside Man,88513495,Crime,Denzel Washington,Clive Owen,R,2006-03-23,"$35,709.05","$252,532.67","$193,305.40","$137,052.71","$347,045.87","$747,968.75","$56,655.46",36.16,50.90416666666667,61.1775,74.46851851851852,41.53,60.713750000000005,49.787083333333335,broken clouds,light rain,overcast clouds,scattered clouds,broken clouds,few clouds,overcast clouds
Intermission,896993,Comedy,Cillian Murphy,Kelly Macdonald,R,2003-08-29,$361.87,"$2,559.16","$1,958.95","$1,388.89","$3,516.95","$7,579.89",$574.14,76.8312,81.63208333333334,78.40208333333334,82.13625,74.49615384615385,88.50833333333333,65.05916666666667,overcast clouds,broken clouds,few clouds,light rain,sky is clear,scattered clouds,sky is clear
Jack Reacher: Never Go Back,58697076,Action,Tom Cruise,Cobie Smulders,PG-13,2016-10-19,"$23,680.20","$167,465.19","$128,189.06","$90,885.50","$230,140.92","$496,010.00","$37,570.65",60.67250000000001,81.21875,70.63458333333334,81.39333333333333,75.33874999999999,77.70958333333333,51.785,sky is clear,scattered clouds,sky is clear,few clouds,sky is clear,sky is clear,light rain
John Q,71756802,Crime,Denzel Washington,Robert Duvall,PG-13,2002-02-15,"$28,948.89","$204,725.13","$156,710.31","$111,106.95","$281,345.82","$606,369.07","$45,929.88",39.20458333333333,55.37416666666667,60.22708333333333,70.73083333333334,37.21041666666667,62.1025,42.2625,overcast clouds,few clouds,sky is clear,overcast clouds,sky is clear,scattered clouds,broken clouds
John Wick,43037835,Action,Keanu Reeves,Michael Nyqvist,R,2014-10-23,"$17,362.78","$122,788.73","$93,990.70","$66,639.01","$168,743.79","$363,684.16","$27,547.53",48.51458333333333,70.355,72.12958333333333,75.85576923076923,51.58090909090909,78.44458333333334,54.51499999999999,sky is clear,sky is clear,sky is clear,light rain,light rain,few clouds,heavy intensity rain
Joker,335451311,Crime,Joaquin Phoenix,Robert De Niro,R,2019-10-02,"$135,331.32","$957,056.48","$732,595.06","$519,406.80","$1,315,245.66","$2,834,676.20","$214,714.70",65.62034482758621,82.84791666666666,66.97625000000001,82.07799999999999,78.6808,77.83458333333333,53.772083333333335,broken clouds,sky is clear,sky is clear,light rain,sky is clear,smoke,sky is clear
Just Getting Started,6069605,Action,Morgan Freeman,Tommy Lee Jones,PG-13,2017-12-06,"$2,448.66","$17,316.83","$13,255.46","$9,398.07","$23,797.85","$51,290.20","$3,885.02",31.93375,48.79714285714285,59.365,77.03708333333334,51.0996551724138,59.70583333333334,40.02166666666667,few clouds,light rain,sky is clear,few clouds,light rain,broken clouds,sky is clear
Keanu,20591853,Action,Keegan-Michael Key,Jordan Peele,R,2016-04-29,"$8,297.09","$58,676.58","$44,914.98","$31,844.53","$80,636.96","$173,792.37","$13,164.03",43.65222222222223,78.86307692307693,60.74875,79.73833333333333,51.8625,69.6025,53.89875,overcast clouds,light rain,sky is clear,scattered clouds,light rain,scattered clouds,overcast clouds
Kick-Ass,48071303,Action,Aaron Taylor-Johnson,Nicolas Cage,R,2010-04-02,"$19,393.43","$137,149.42","$104,983.34","$74,432.74","$188,479.13","$406,218.65","$30,769.34",68.52833333333334,68.30384615384615,56.05625,72.7125,56.26875,59.60041666666667,44.84708333333333,overcast clouds,overcast clouds,sky is clear,few clouds,sky is clear,scattered clouds,light rain
Kick-Ass 2,28795985,Action,Aaron Taylor-Johnson,Chloë Grace Moretz,R,2013-08-14,"$11,617.18","$82,156.14","$62,887.80","$44,587.19","$112,904.00","$243,335.74","$18,431.65",64.57875,87.40833333333335,71.07000000000001,84.75583333333334,68.88159999999999,95.70541666666666,68.39708333333333,scattered clouds,few clouds,sky is clear,scattered clouds,few clouds,few clouds,scattered clouds
Kidnap,30971040,Crime,Halle Berry,Sage Correa,R,2017-06-29,"$12,392.62","$87,640.03","$67,085.54","$47,563.37","$120,440.30","$259,578.32","$19,661.96",72.85958333333333,81.61208333333333,72.18333333333334,82.24959999999999,74.71166666666666,95.81583333333332,63.10166666666667,broken clouds,light rain,sky is clear,light rain,sky is clear,sky is clear,overcast clouds
Kill Bill: Vol. 1,70099045,Action,Uma Thurman,David Carradine,R,2003-10-09,"$28,280.10","$199,995.48","$153,089.92","$108,540.11","$274,846.04","$592,360.47","$44,868.79",63.35666666666666,76.49,70.96576923076923,80.45958333333333,63.58384615384615,84.04416666666667,53.34041666666667,scattered clouds,broken clouds,sky is clear,few clouds,sky is clear,few clouds,light rain
Kill Bill: Vol. 2,66208183,Action,Uma Thurman,David Carradine,R,2004-04-16,"$26,710.41","$188,894.69","$144,592.63","$102,515.56","$259,590.66","$559,481.38","$42,378.34",61.3975,67.16250000000001,62.67291666666667,68.69833333333334,50.8425,77.38625,49.57749999999999,overcast clouds,scattered clouds,sky is clear,few clouds,sky is clear,sky is clear,light rain
Killer Elite,25124966,Action,Jason Statham,Clive Owen,R,2011-09-22,"$10,136.19","$71,682.63","$54,870.68","$38,903.08","$98,510.66","$212,314.57","$16,081.93",59.78666666666667,80.54375,73.61708333333333,82.06625,69.98923076923077,90.1375,64.87833333333333,few clouds,sky is clear,sky is clear,scattered clouds,mist,scattered clouds,broken clouds
Killing Them Softly,15026056,Crime,Brad Pitt,Ray Liotta,R,2012-09-21,"$6,061.97","$42,869.96","$32,815.54","$23,266.08","$58,914.53","$126,975.22","$9,617.83",58.51458333333333,77.9475,74.7025,81.48375,65.52708333333332,89.95083333333334,58.843333333333334,broken clouds,sky is clear,sky is clear,broken clouds,few clouds,scattered clouds,few clouds
Kingsman: The Golden Circle,100234838,Action,Taron Egerton,Colin Firth,R,2017-09-20,"$40,437.80","$285,974.14","$218,903.74","$155,201.83","$393,003.19","$847,018.03","$64,158.02",71.41375000000001,83.26384615384616,70.91708333333334,85.01166666666667,74.81916666666667,85.19708333333334,53.12083333333334,scattered clouds,broken clouds,few clouds,thunderstorm,moderate rain,few clouds,moderate rain
Kiss Kiss Bang Bang,4243756,Action,Robert Downey Jr.,Val Kilmer,R,2005-09-14,"$1,712.06","$12,107.61","$9,267.98","$6,570.96","$16,639.02","$35,861.16","$2,716.33",72.64423076923077,83.36541666666666,66.59208333333333,82.46208333333333,77.37625,82.53875000000001,59.999583333333334,overcast clouds,light rain,sky is clear,scattered clouds,haze,sky is clear,sky is clear
Kiss of the Dragon,36845124,Action,Jet Li,Bridget Fonda,R,2001-07-06,"$14,864.45","$105,120.66","$80,466.39","$57,050.33","$144,463.26","$311,353.67","$23,583.72",66.515,82.87041666666666,77.8225,82.22958333333334,69.68875,84.68583333333333,60.43666666666667,sky is clear,scattered clouds,broken clouds,few clouds,broken clouds,light rain,sky is clear
Knives Out,165363234,Comedy,Daniel Craig,Chris Evans,PG-13,2019-11-21,"$66,711.18","$471,778.22","$361,130.61","$256,040.07","$648,346.54","$1,397,345.41","$105,842.99",47.112857142857145,74.10208333333334,56.306666666666665,69.79458333333334,45.46791666666667,56.550370370370366,42.290416666666665,overcast clouds,overcast clouds,overcast clouds,sky is clear,broken clouds,shower rain,sky is clear
Law Abiding Citizen,73357727,Action,Gerard Butler,Jamie Foxx,R,2009-10-16,"$29,588.98","$209,251.79","$160,175.32","$113,563.63","$287,566.64","$619,776.46","$46,945.44",44.0116,73.52499999999999,75.59791666666666,82.82541666666667,40.7464,79.94208333333333,58.322916666666664,mist,light rain,haze,scattered clouds,light rain,few clouds,overcast clouds
Leaves of Grass,70066,Comedy,Edward Norton,Keri Russell,R,2009-09-17,$27.44,$194.03,$148.53,$105.30,$266.65,$574.70,$43.53,62.85541666666666,77.93791666666667,77.30708333333332,83.0275,60.3025,86.28375,61.151666666666664,few clouds,few clouds,sky is clear,light rain,light rain,few clouds,overcast clouds
Let's Be Cops,82390774,Action,Jake Johnson,Damon Wayans Jr.,R,2014-08-13,"$33,238.96","$235,064.29","$179,933.93","$127,572.40","$323,039.75","$696,229.70","$52,736.45",67.98958333333333,86.53333333333335,75.35916666666667,83.90583333333333,72.1514705882353,81.90407407407407,66.43625,broken clouds,few clouds,few clouds,broken clouds,moderate rain,light rain,overcast clouds
Lions for Lambs,15002854,Crime,Tom Cruise,Meryl Streep,R,2007-11-07,"$6,052.61","$42,803.76","$32,764.86","$23,230.15","$58,823.56","$126,779.15","$9,602.98",38.50833333333333,61.125,64.46208333333333,73.28708333333334,44.919999999999995,77.06,49.513749999999995,overcast clouds,broken clouds,broken clouds,few clouds,sky is clear,scattered clouds,overcast clouds
Little Man,58645052,Comedy,Shawn Wayans,Marlon Wayans,PG-13,2006-07-12,"$23,659.21","$167,316.76","$128,075.44","$90,804.95","$229,936.95","$495,570.38","$37,537.35",74.99208333333333,82.56,79.44166666666666,79.37785714285714,80.27241379310345,100.34875,61.16708333333333,overcast clouds,broken clouds,sky is clear,light rain,haze,few clouds,overcast clouds
Logan Lucky,27780977,Comedy,Channing Tatum,Adam Driver,PG-13,2017-08-17,"$11,207.70","$79,260.28","$60,671.12","$43,015.57","$108,924.33","$234,758.58","$17,781.97",75.3888,88.70583333333333,73.41125,88.10291666666666,77.35833333333333,91.07041666666667,66.40708333333333,broken clouds,sky is clear,sky is clear,light rain,sky is clear,sky is clear,few clouds
Lord of War,24149632,Action,Nicolas Cage,Ethan Hawke,R,2005-09-16,"$9,742.70","$68,899.90","$52,740.59","$37,392.86","$94,686.46","$204,072.50","$15,457.63",65.15592592592593,85.01083333333334,68.63416666666667,83.46708333333333,76.6225,84.02916666666667,55.845,light rain,scattered clouds,sky is clear,scattered clouds,broken clouds,sky is clear,overcast clouds
Lucky Numbers,10042516,Comedy,John Travolta,Lisa Kudrow,R,2000-10-27,"$4,040.05","$28,571.02","$21,870.17","$15,505.86","$39,264.05","$84,623.64","$6,409.88",65.00359999999999,73.49083333333333,60.209583333333335,73.98192307692308,56.9703125,64.82166666666667,51.01625000000001,overcast clouds,scattered clouds,light rain,scattered clouds,haze,scattered clouds,broken clouds
Machete,26593646,Action,Danny Trejo,Michelle Rodriguez,R,2010-09-02,"$10,728.69","$75,872.77","$58,078.10","$41,177.12","$104,269.01","$224,725.24","$17,021.98",75.04576923076924,82.81625,76.77958333333333,83.15375,81.39874999999999,91.23,60.17124999999999,overcast clouds,scattered clouds,sky is clear,scattered clouds,sky is clear,few clouds,scattered clouds
Machine Gun Preacher,538690,Action,Gerard Butler,Michelle Monaghan,R,2011-09-23,$217.32,"$1,536.90","$1,176.45",$834.10,"$2,112.11","$4,552.11",$344.80,56.873333333333335,80.02499999999999,74.78333333333333,81.11,70.28032258064516,90.45083333333334,66.5275,broken clouds,few clouds,sky is clear,light rain,sky is clear,scattered clouds,overcast clouds
Madea's Witness Protection,65653242,Comedy,Tyler Perry,Eugene Levy,PG-13,2012-06-29,"$26,486.53","$187,311.42","$143,380.69","$101,656.30","$257,414.83","$554,791.94","$42,023.14",82.34583333333333,82.875,71.24333333333333,83.80583333333333,83.535,99.88666666666668,63.11541666666667,thunderstorm with light rain,sky is clear,sky is clear,scattered clouds,sky is clear,scattered clouds,very heavy rain
Malibu's Most Wanted,34432201,Comedy,Jamie Kennedy,Ryan O'Neal,PG-13,2003-04-18,"$13,841.26","$97,884.71","$74,927.51","$53,123.29","$134,519.17","$289,921.73","$21,960.34",39.93333333333333,72.75814814814815,56.732499999999995,75.2925,40.276666666666664,64.45,46.537083333333335,overcast clouds,scattered clouds,light rain,scattered clouds,overcast clouds,scattered clouds,moderate rain
Man on Fire,77911774,Action,Denzel Washington,Christopher Walken,R,2004-04-21,"$31,431.99","$222,285.52","$170,152.21","$120,637.19","$305,478.38","$658,380.65","$49,869.54",58.62666666666667,73.70083333333334,64.2292,73.47833333333334,55.453333333333326,73.63291666666667,49.84458333333333,mist,broken clouds,scattered clouds,scattered clouds,sky is clear,scattered clouds,light rain
Man on a Ledge,18620000,Action,Sam Worthington,Elizabeth Banks,PG-13,2012-01-26,"$7,511.88","$53,123.63","$40,664.38","$28,830.87","$73,005.75","$157,345.25","$11,918.24",32.66458333333333,56.36333333333334,65.65083333333332,74.44916666666667,37.2076,55.60125,43.7875,overcast clouds,light rain,sky is clear,scattered clouds,sky is clear,scattered clouds,overcast clouds
Married Life,1507990,Crime,Chris Cooper,Patricia Clarkson,PG-13,2007-03-07,$607.97,"$4,299.53","$3,291.15","$2,333.41","$5,908.67","$12,734.64",$964.59,23.13769230769231,56.48916666666667,68.23125,70.57625,15.9792,68.52374999999999,52.13791666666666,overcast clouds,broken clouds,overcast clouds,scattered clouds,sky is clear,scattered clouds,broken clouds
Marshall,10051659,Biography,Chadwick Boseman,Josh Gad,PG-13,2017-10-13,"$4,055.15","$28,677.80","$21,951.91","$15,563.81","$39,410.79","$84,939.89","$6,433.84",61.51416666666666,82.665,67.82875,82.19500000000001,59.72416666666666,79.45416666666667,47.712916666666665,overcast clouds,sky is clear,sky is clear,light rain,sky is clear,few clouds,light rain
Max Keeble's Big Move,17294293,Comedy,Alex D. Linz,Larry Miller,PG,2001-10-05,"$6,976.28","$49,335.88","$37,764.98","$26,775.21","$67,800.39","$146,126.43","$11,068.46",51.091071428571425,73.35107142857143,68.63166666666667,80.18129032258064,68.06916666666667,82.3325,55.99375,moderate rain,overcast clouds,haze,scattered clouds,few clouds,few clouds,sky is clear
Max Payne,40689393,Action,Mark Wahlberg,Mila Kunis,PG-13,2008-10-15,"$16,415.35","$116,088.52","$88,861.92","$63,002.73","$159,535.96","$343,839.03","$26,044.35",59.0025,76.98423076923076,74.2675,79.45708333333333,64.61333333333333,72.18208333333332,45.28041666666667,broken clouds,scattered clouds,sky is clear,scattered clouds,scattered clouds,sky is clear,overcast clouds
Megamind,148415853,Action,Will Ferrell,Jonah Hill,PG,2010-10-28,"$59,875.50","$423,436.57","$324,126.68","$229,804.45","$581,912.49","$1,254,163.79","$94,997.59",45.25666666666667,77.25,68.04208333333334,80.4312,67.36538461538461,70.5475,53.26499999999999,few clouds,sky is clear,scattered clouds,scattered clouds,overcast clouds,few clouds,overcast clouds
Miami Vice,63450470,Action,Colin Farrell,Jamie Foxx,R,2006-07-27,"$25,597.86","$181,026.82","$138,570.04","$98,245.57","$248,778.15","$536,177.77","$40,613.19",78.32416666666667,80.67,83.72625000000001,83.85458333333334,80.48416666666667,90.20458333333332,68.89041666666667,broken clouds,light rain,scattered clouds,scattered clouds,sky is clear,overcast clouds,sky is clear
Mini's First Time,49034,Comedy,Alec Baldwin,Nikki Reed,R,2006-07-14,$19.73,$139.55,$106.82,$75.74,$191.78,$413.33,$31.31,77.54925925925926,82.31083333333333,83.48875,82.43124999999999,77.01625,101.37833333333332,61.51333333333333,scattered clouds,scattered clouds,sky is clear,scattered clouds,overcast clouds,few clouds,overcast clouds
Minions,336045770,Adventure,Sandra Bullock,Jon Hamm,PG,2015-04-09,"$135,571.15","$958,752.49","$733,893.30","$520,327.25","$1,317,576.43","$2,839,699.58","$215,095.20",50.40333333333333,76.99208333333333,63.46125,77.405,39.76366666666667,66.67083333333333,51.04708333333334,overcast clouds,broken clouds,sky is clear,broken clouds,overcast clouds,sky is clear,scattered clouds
Minority Report,132072926,Action,Tom Cruise,Colin Farrell,PG-13,2002-06-20,"$53,282.26","$376,809.53","$288,435.22","$204,499.35","$517,834.74","$1,116,060.57","$84,536.85",79.23916666666666,82.66666666666667,71.54625,79.13230769230769,69.15620689655172,95.46458333333334,58.937916666666666,overcast clouds,scattered clouds,few clouds,moderate rain,scattered clouds,sky is clear,sky is clear
Miss Bala,15006824,Action,Gina Rodriguez,Thomas Dekker,PG-13,2019-02-01,"$6,054.21","$42,815.09","$32,773.53","$23,236.30","$58,839.12","$126,812.70","$9,605.52",7.7,57.904,54.405833333333334,72.23916666666666,15.455833333333333,63.90875,49.17791666666667,light snow,mist,overcast clouds,light rain,sky is clear,broken clouds,overcast clouds
Miss Congeniality,106807667,Action,Sandra Bullock,Michael Caine,PG-13,2000-12-22,"$43,089.48","$304,726.70","$233,258.20","$165,379.08","$418,774.10","$902,560.65","$68,365.14",-0.9679166666666664,41.34458333333333,56.78041666666667,66.9973076923077,31.56052631578947,52.82791666666666,40.71,scattered clouds,sky is clear,broken clouds,overcast clouds,overcast clouds,few clouds,broken clouds
Money Monster,41012075,Crime,George Clooney,Julia Roberts,R,2016-05-12,"$16,545.53","$117,009.15","$89,566.63","$63,502.36","$160,801.14","$346,565.80","$26,250.89",60.89807692307692,80.49,63.21625,78.88416666666667,67.41625,84.54458333333334,62.46041666666667,overcast clouds,scattered clouds,sky is clear,broken clouds,sky is clear,broken clouds,sky is clear
Monster,34469210,Biography,Charlize Theron,Christina Ricci,R,2003-12-24,"$13,905.93","$98,342.08","$75,277.61","$53,371.51","$135,147.72","$291,276.40","$22,062.95",28.230416666666667,46.53875,56.252916666666664,72.78875000000001,51.775000000000006,58.97541666666667,46.257083333333334,light snow,sky is clear,light rain,scattered clouds,scattered clouds,scattered clouds,overcast clouds
Mortdecai,7696134,Action,Johnny Depp,Gwyneth Paltrow,R,2015-01-21,"$3,068.36","$21,699.29","$16,610.08","$11,776.48","$29,820.49","$64,270.45","$4,868.21",32.027,61.36541666666667,61.28,72.56791666666668,29.2375,61.409166666666664,39.90416666666667,overcast clouds,sky is clear,haze,overcast clouds,broken clouds,scattered clouds,scattered clouds
Mr. & Mrs. Smith,186336279,Action,Brad Pitt,Angelina Jolie,PG-13,2005-06-08,"$75,173.76","$531,625.12","$406,941.43","$288,519.76","$730,591.82","$1,574,604.12","$119,269.58",80.7325,83.84125,67.88833333333334,80.3892,82.20625,83.86916666666666,54.835,broken clouds,scattered clouds,sky is clear,light rain,sky is clear,sky is clear,light rain
Mr. Brooks,28549298,Crime,Kevin Costner,Demi Moore,R,2007-05-31,"$11,488.18","$81,243.83","$62,189.46","$44,092.07","$111,650.25","$240,633.61","$18,226.98",75.3296,76.85125000000001,65.84,76.93958333333333,77.08,87.72916666666667,64.94958333333334,broken clouds,thunderstorm with light rain,sky is clear,overcast clouds,sky is clear,few clouds,sky is clear
Muppets Most Wanted,51183113,Adventure,Ricky Gervais,Ty Burrell,PG,2014-03-19,"$20,648.83","$146,027.54","$111,779.25","$79,251.01","$200,680.00","$432,514.49","$32,761.14",44.102758620689656,66.46416666666666,64.38791666666667,74.26708333333333,37.1516,66.90541666666667,47.297083333333326,scattered clouds,sky is clear,sky is clear,broken clouds,sky is clear,broken clouds,overcast clouds
Murder by Numbers,31945749,Crime,Sandra Bullock,Ben Chaplin,R,2002-04-19,"$12,887.89","$91,142.54","$69,766.60","$49,464.23","$125,253.67","$269,952.30","$20,447.74",58.92041666666666,76.59083333333334,57.409166666666664,76.86791666666666,72.3792,71.63041666666668,48.53041666666667,broken clouds,scattered clouds,sky is clear,few clouds,broken clouds,sky is clear,few clouds
Murder on the Orient Express,102826543,Crime,Kenneth Branagh,Penélope Cruz,PG-13,2017-11-03,"$41,483.37","$293,368.38","$224,563.79","$159,214.78","$403,164.81","$868,918.81","$65,816.91",46.956,78.925,64.05333333333333,77.43625,66.93291666666667,70.88875,41.29958333333334,light rain,sky is clear,overcast clouds,scattered clouds,light rain,scattered clouds,light rain
